"x_","y_","t_","sex","id","name"
1782449.6009698,2405028.39792513,2010-12-22 09:18:07,"F","F2","Lupe"
1782470.0995757,2405018.53132735,2010-12-22 09:20:06,"F","F2","Lupe"
1782504.13073756,2405013.69677548,2010-12-22 09:22:09,"F","F2","Lupe"
1782511.81877279,2405030.55110424,2010-12-22 09:24:08.001,"F","F2","Lupe"
1782512.5167727,2405052.1691285,2010-12-22 09:26:07.999,"F","F2","Lupe"
1782378.71298112,2405075.93930222,2010-12-22 09:28:07.999,"F","F2","Lupe"
1782520.73215649,2405059.91504035,2010-12-22 09:32:07.999,"F","F2","Lupe"
1782515.2933548,2405076.51903488,2010-12-22 09:34:08.001,"F","F2","Lupe"
1782516.89429486,2405084.44350153,2010-12-22 09:36:05.999,"F","F2","Lupe"
1782515.674191,2405051.19452133,2010-12-22 09:38:12.998,"F","F2","Lupe"
1782507.40365793,2405013.11702225,2010-12-22 09:40:07.999,"F","F2","Lupe"
1782524.52069919,2404981.52500696,2010-12-22 09:42:07.999,"F","F2","Lupe"
1782544.15106912,2404940.5600498,2010-12-22 09:44:07.998,"F","F2","Lupe"
1782458.91056831,2404949.07654448,2010-12-22 09:46:06.999,"F","F2","Lupe"
1782449.92838451,2404852.44451296,2010-12-22 09:48:07,"F","F2","Lupe"
1782436.22128306,2404825.73494587,2010-12-22 09:50:10.001,"F","F2","Lupe"
1782435.76506168,2404816.08343349,2010-12-22 09:52:08.001,"F","F2","Lupe"
1782430.12763397,2404830.06797446,2010-12-22 09:54:07,"F","F2","Lupe"
1782441.10968164,2404821.26569528,2010-12-22 09:56:07,"F","F2","Lupe"
1782362.02631852,2404837.63886915,2010-12-22 09:58:05.999,"F","F2","Lupe"
1782312.18498479,2404826.96921372,2010-12-22 10:00:23.001,"F","F2","Lupe"
1782321.56203619,2404817.74067487,2010-12-22 10:06:46.001,"F","F2","Lupe"
1782263.74133367,2404504.47829447,2010-12-22 10:19:25.001,"F","F2","Lupe"
1782291.33012123,2404527.41262506,2010-12-22 10:20:12,"F","F2","Lupe"
1781953.32075988,2404361.70847406,2010-12-22 10:28:28.998,"F","F2","Lupe"
1781933.2891497,2404369.35602417,2010-12-22 10:30:06,"F","F2","Lupe"
1781941.35968705,2404373.09323125,2010-12-22 10:32:05.001,"F","F2","Lupe"
1781945.41483945,2404364.33799202,2010-12-22 10:34:06.999,"F","F2","Lupe"
1781947.55755122,2404342.54325312,2010-12-22 10:36:08.999,"F","F2","Lupe"
1781858.2458513,2404296.24317052,2010-12-22 10:38:09.001,"F","F2","Lupe"
1781782.38299793,2404280.40356804,2010-12-22 10:40:04.001,"F","F2","Lupe"
1781776.34233456,2404275.33273818,2010-12-22 10:42:12,"F","F2","Lupe"
1781771.86722306,2404274.95063071,2010-12-22 10:44:13.998,"F","F2","Lupe"
1781772.2506933,2404277.53347473,2010-12-22 10:46:08.999,"F","F2","Lupe"
1781789.0480314,2404250.56138502,2010-12-22 10:48:08.001,"F","F2","Lupe"
1781817.72350721,2404115.93654207,2010-12-22 10:54:31,"F","F2","Lupe"
1781807.94570045,2404117.57176795,2010-12-22 11:00:11,"F","F2","Lupe"
1781763.72691151,2404082.39906477,2010-12-22 11:02:10,"F","F2","Lupe"
1781570.65076308,2403934.78678903,2010-12-22 11:06:06.999,"F","F2","Lupe"
1781469.09028392,2403935.85815984,2010-12-22 11:08:09,"F","F2","Lupe"
1781512.99913481,2403827.63513796,2010-12-22 11:10:06.001,"F","F2","Lupe"
1781577.22782397,2403760.2135591,2010-12-22 11:12:10.999,"F","F2","Lupe"
1781676.4593425,2403688.81439724,2010-12-22 11:14:20,"F","F2","Lupe"
1781666.35314768,2403614.12948227,2010-12-22 11:16:05.001,"F","F2","Lupe"
1781571.56478323,2403595.47811642,2010-12-22 11:18:29.998,"F","F2","Lupe"
1781257.41510373,2403572.9736852,2010-12-22 11:25:39.998,"F","F2","Lupe"
1781269.68167156,2403581.52728662,2010-12-22 11:26:04.999,"F","F2","Lupe"
1781269.77368937,2403582.41036137,2010-12-22 11:28:06.998,"F","F2","Lupe"
1781270.97391595,2403564.97476978,2010-12-22 11:31:32.999,"F","F2","Lupe"
1781329.3313312,2403525.42244459,2010-12-22 11:35:21.999,"F","F2","Lupe"
1781540.92045319,2403603.26741939,2010-12-22 11:44:07.001,"F","F2","Lupe"
1781646.89985897,2403616.08122098,2010-12-22 11:46:06.001,"F","F2","Lupe"
1781652.62895408,2403732.0714641,2010-12-22 11:54:40,"F","F2","Lupe"
1781656.757396,2403731.69378857,2010-12-22 12:00:29.001,"F","F2","Lupe"
1781641.52988166,2403720.10714601,2010-12-22 12:10:32.001,"F","F2","Lupe"
1781663.46489038,2403725.89759943,2010-12-22 13:00:32,"F","F2","Lupe"
1781654.14981205,2403729.25045665,2010-12-22 14:00:50.998,"F","F2","Lupe"
1781661.52692266,2403728.6083676,2010-12-22 15:00:21.998,"F","F2","Lupe"
1781656.19362544,2403731.28469378,2010-12-22 16:00:50.999,"F","F2","Lupe"
1781653.89804857,2403726.67584176,2010-12-22 17:00:47.001,"F","F2","Lupe"
1781648.53704295,2403727.24403104,2010-12-22 17:20:16,"F","F2","Lupe"
1781651.44230238,2403732.45658996,2010-12-22 17:22:06.001,"F","F2","Lupe"
1781668.83712645,2403725.91776561,2010-12-22 17:24:06,"F","F2","Lupe"
1781660.95515929,2403730.98800584,2010-12-22 17:26:06.999,"F","F2","Lupe"
1781653.52917745,2403731.37735903,2010-12-22 17:28:07.999,"F","F2","Lupe"
1781641.59278613,2403733.12198306,2010-12-22 17:30:06.998,"F","F2","Lupe"
1781677.12380862,2403726.23750415,2010-12-22 17:32:07.999,"F","F2","Lupe"
1781657.1271643,2403723.88030437,2010-12-22 17:40:14.001,"F","F2","Lupe"
1781648.92838199,2403746.14755997,2010-12-22 18:00:26,"F","F2","Lupe"
1781657.31411576,2403731.32029833,2010-12-22 19:00:44.998,"F","F2","Lupe"
1781656.59987729,2403729.00367798,2010-12-22 20:00:15.999,"F","F2","Lupe"
1781665.77779724,2403717.22350262,2010-12-22 21:00:57.001,"F","F2","Lupe"
1781654.92672619,2403732.39728342,2010-12-22 22:00:51,"F","F2","Lupe"
1781677.06295595,2403729.0022398,2010-12-22 22:10:21.998,"F","F2","Lupe"
1781656.70845644,2403723.95343262,2010-12-22 22:12:06,"F","F2","Lupe"
1781652.34210169,2403727.94967868,2010-12-22 22:14:06.001,"F","F2","Lupe"
1781653.62528881,2403728.32238774,2010-12-22 22:16:07.001,"F","F2","Lupe"
1781657.62169683,2403746.12716305,2010-12-22 22:18:07,"F","F2","Lupe"
1781658.07833403,2403732.68409134,2010-12-22 22:20:06.001,"F","F2","Lupe"
1781647.53876418,2403730.64812566,2010-12-22 22:22:07,"F","F2","Lupe"
1781658.78015835,2403726.25840641,2010-12-22 22:24:06,"F","F2","Lupe"
1781646.39265993,2403729.3432126,2010-12-22 22:26:07.001,"F","F2","Lupe"
1781654.11583611,2403732.57278821,2010-12-22 22:31:22.001,"F","F2","Lupe"
1781655.19900816,2403731.60044438,2010-12-22 22:40:15,"F","F2","Lupe"
1781655.08799904,2403731.08034772,2010-12-22 22:50:11.998,"F","F2","Lupe"
1781654.61260529,2403731.85206647,2010-12-22 23:00:14.999,"F","F2","Lupe"
1781626.30579857,2403737.15107728,2010-12-23 00:00:42.998,"F","F2","Lupe"
1781657.70545939,2403729.66737592,2010-12-23 01:00:56.998,"F","F2","Lupe"
1781659.37582965,2403730.45330857,2010-12-23 01:40:30.001,"F","F2","Lupe"
1781655.3427919,2403724.84741014,2010-12-23 01:50:13.999,"F","F2","Lupe"
1781661.65581777,2403724.35533141,2010-12-23 02:00:25.998,"F","F2","Lupe"
1781654.36895554,2403729.31382471,2010-12-23 03:00:49.999,"F","F2","Lupe"
1781654.95520836,2403728.56835268,2010-12-23 04:00:46,"F","F2","Lupe"
1781657.37508376,2403731.38066925,2010-12-23 05:00:23.998,"F","F2","Lupe"
1781655.5166484,2403734.63853439,2010-12-23 06:00:56.998,"F","F2","Lupe"
1781656.65381079,2403730.15336864,2010-12-23 06:22:56.001,"F","F2","Lupe"
1781658.86576344,2403711.06229929,2010-12-23 06:25:03,"F","F2","Lupe"
1781652.8780534,2403735.57565635,2010-12-23 06:28:06,"F","F2","Lupe"
1781656.41631966,2403737.58474421,2010-12-23 06:34:22.999,"F","F2","Lupe"
1781656.23148827,2403722.57726038,2010-12-23 06:41:06.999,"F","F2","Lupe"
1781641.63641146,2403724.03694453,2010-12-23 06:42:07.998,"F","F2","Lupe"
1781666.00208743,2403711.19005389,2010-12-23 06:44:07,"F","F2","Lupe"
1781655.38047207,2403728.25561141,2010-12-23 06:46:22.001,"F","F2","Lupe"
1781654.92961228,2403729.17094749,2010-12-23 06:48:24,"F","F2","Lupe"
1781649.67450359,2403734.02479091,2010-12-23 06:50:38.001,"F","F2","Lupe"
1781663.47418504,2403721.93780004,2010-12-23 06:53:29.998,"F","F2","Lupe"
1781678.6859495,2403720.45190039,2010-12-23 07:00:23.998,"F","F2","Lupe"
1781650.03206516,2403725.45047081,2010-12-23 07:10:22,"F","F2","Lupe"
1781652.32353969,2403727.46295374,2010-12-23 08:00:27.998,"F","F2","Lupe"
1781656.94185691,2403732.15088724,2010-12-23 08:10:52,"F","F2","Lupe"
1781651.89745327,2403728.09705386,2010-12-23 08:20:42.998,"F","F2","Lupe"
1781658.58658266,2403727.92370002,2010-12-23 08:22:36.999,"F","F2","Lupe"
1781647.97657292,2403741.90279387,2010-12-23 08:24:19.999,"F","F2","Lupe"
1781630.11931024,2403730.01511376,2010-12-23 08:26:08,"F","F2","Lupe"
1781632.61390394,2403754.94041316,2010-12-23 08:28:09.001,"F","F2","Lupe"
1781645.18293013,2403724.70434531,2010-12-23 08:30:07.001,"F","F2","Lupe"
1781649.52022998,2403730.50859766,2010-12-23 08:32:26.998,"F","F2","Lupe"
1781655.6746351,2403724.32880587,2010-12-23 08:40:13,"F","F2","Lupe"
1781647.24513483,2403739.34093775,2010-12-23 08:50:14.001,"F","F2","Lupe"
1781664.80912053,2403723.5400729,2010-12-23 09:00:25.998,"F","F2","Lupe"
1781646.6275524,2403730.32903321,2010-12-23 09:10:22.999,"F","F2","Lupe"
1781652.38718845,2403728.46565168,2010-12-23 10:01:21,"F","F2","Lupe"
1781653.37604623,2403720.12118322,2010-12-23 10:20:16.998,"F","F2","Lupe"
1781647.47525624,2403744.62066381,2010-12-23 10:30:52.001,"F","F2","Lupe"
1781674.73957523,2403735.35407489,2010-12-23 10:41:00.998,"F","F2","Lupe"
1781658.94867699,2403725.75855403,2010-12-23 10:52:35,"F","F2","Lupe"
1781658.39068926,2403737.12198519,2010-12-23 10:56:14,"F","F2","Lupe"
1781656.93079565,2403717.57500212,2010-12-23 11:01:28.001,"F","F2","Lupe"
1781645.62846164,2403740.12955149,2010-12-23 11:02:06.001,"F","F2","Lupe"
1781652.10297984,2403731.82061092,2010-12-23 11:04:04.998,"F","F2","Lupe"
1781654.73858784,2403722.87839524,2010-12-23 11:06:06.998,"F","F2","Lupe"
1781654.55418818,2403723.83384989,2010-12-23 11:08:07,"F","F2","Lupe"
1781655.59018952,2403733.65683314,2010-12-23 11:10:14,"F","F2","Lupe"
1781659.04402744,2403724.4374945,2010-12-23 11:14:08.998,"F","F2","Lupe"
1781656.55323724,2403717.93349027,2010-12-23 11:18:43.998,"F","F2","Lupe"
1781654.54034026,2403713.43750162,2010-12-23 11:21:35.998,"F","F2","Lupe"
1781657.4563285,2403712.1411431,2010-12-23 11:22:07,"F","F2","Lupe"
1781655.39090389,2403726.83405846,2010-12-23 11:25:15.998,"F","F2","Lupe"
1781604.87908779,2403665.95314776,2010-12-23 11:26:07.999,"F","F2","Lupe"
1781561.73661827,2403599.93843485,2010-12-23 11:28:08.999,"F","F2","Lupe"
1781208.74898525,2403541.4840586,2010-12-23 11:33:22.999,"F","F2","Lupe"
1781163.13002686,2403526.19631672,2010-12-23 11:34:07.999,"F","F2","Lupe"
1781227.39761232,2403602.31850051,2010-12-23 11:36:06.999,"F","F2","Lupe"
1781416.88928825,2403535.61789357,2010-12-23 11:38:08.999,"F","F2","Lupe"
1781443.15106994,2403535.46103172,2010-12-23 11:41:15,"F","F2","Lupe"
1781458.41202684,2403529.14002894,2010-12-23 11:42:03.999,"F","F2","Lupe"
1781521.70241023,2403608.11170468,2010-12-23 11:44:05,"F","F2","Lupe"
1781785.33416791,2403511.53036437,2010-12-23 11:48:06.999,"F","F2","Lupe"
1781833.75426096,2403477.55216438,2010-12-23 11:50:08,"F","F2","Lupe"
1781812.624028,2403454.72573317,2010-12-23 11:52:06,"F","F2","Lupe"
1781805.64614884,2403443.47284827,2010-12-23 11:54:10.999,"F","F2","Lupe"
1781808.11558215,2403476.0982555,2010-12-23 11:58:07.999,"F","F2","Lupe"
1781810.70728068,2403452.331086,2010-12-23 12:00:12.001,"F","F2","Lupe"
1781811.15671713,2403453.9648886,2010-12-23 12:02:07,"F","F2","Lupe"
1781806.50986983,2403441.90879491,2010-12-23 12:04:19,"F","F2","Lupe"
1781809.48468449,2403453.36228672,2010-12-23 12:11:04.999,"F","F2","Lupe"
1781725.25172231,2403586.92683485,2010-12-23 12:26:38.999,"F","F2","Lupe"
1781745.50544809,2403543.66124495,2010-12-23 12:30:05,"F","F2","Lupe"
1781710.33511822,2403541.74236927,2010-12-23 12:34:17.001,"F","F2","Lupe"
1781684.29371209,2403567.88156943,2010-12-23 12:36:04.999,"F","F2","Lupe"
1781640.75634657,2403556.09247987,2010-12-23 12:38:05,"F","F2","Lupe"
1781448.53284168,2403577.54912062,2010-12-23 12:40:03.998,"F","F2","Lupe"
1781297.11713454,2403590.32964894,2010-12-23 12:42:05.998,"F","F2","Lupe"
1781304.03543827,2403592.4380997,2010-12-23 12:44:07.999,"F","F2","Lupe"
1781301.39608604,2403593.23735355,2010-12-23 12:48:47,"F","F2","Lupe"
1781301.51379768,2403594.93038657,2010-12-23 12:52:23,"F","F2","Lupe"
1781336.99223724,2403494.50659694,2010-12-23 12:54:38.001,"F","F2","Lupe"
1781303.37543218,2403579.29354525,2010-12-23 12:56:40.001,"F","F2","Lupe"
1781304.8637967,2403586.99556785,2010-12-23 13:00:36.998,"F","F2","Lupe"
1781286.93902044,2403585.14132244,2010-12-23 13:10:44,"F","F2","Lupe"
1781301.39028152,2403590.36499706,2010-12-23 14:01:24.999,"F","F2","Lupe"
1781300.88245957,2403586.82258096,2010-12-23 15:00:55.998,"F","F2","Lupe"
1781304.18680915,2403594.02426098,2010-12-23 16:00:40.999,"F","F2","Lupe"
1781301.7019828,2403583.9962939,2010-12-23 17:00:50,"F","F2","Lupe"
1781305.40699686,2403583.32296579,2010-12-23 18:00:19.999,"F","F2","Lupe"
1781160.94506161,2403312.80232735,2010-12-23 22:28:40.001,"F","F2","Lupe"
1781185.70930947,2403310.67076264,2010-12-23 22:32:06,"F","F2","Lupe"
1781226.24690297,2403235.99640626,2010-12-23 22:36:34.999,"F","F2","Lupe"
1781268.50759035,2403226.54523904,2010-12-23 22:38:13,"F","F2","Lupe"
1781285.78825181,2403155.23182344,2010-12-23 22:42:05,"F","F2","Lupe"
1781283.91482401,2403153.07729114,2010-12-23 22:44:17.001,"F","F2","Lupe"
1781289.79726398,2403139.00072654,2010-12-23 22:48:04.001,"F","F2","Lupe"
1781298.31693814,2403146.32285162,2010-12-23 22:52:12.998,"F","F2","Lupe"
1781720.03086205,2402902.58141153,2010-12-23 23:00:46.001,"F","F2","Lupe"
1781719.05806346,2402880.30157631,2010-12-23 23:02:11,"F","F2","Lupe"
1781715.89240908,2402911.47802366,2010-12-23 23:04:05.998,"F","F2","Lupe"
1781728.93823727,2402890.42686048,2010-12-23 23:06:07,"F","F2","Lupe"
1781710.36563645,2402883.4230785,2010-12-23 23:08:07,"F","F2","Lupe"
1781703.27876495,2402940.38328609,2010-12-23 23:10:07.001,"F","F2","Lupe"
1781581.3485529,2402910.37018164,2010-12-23 23:14:07.001,"F","F2","Lupe"
1781526.34697831,2402917.88376966,2010-12-23 23:25:12,"F","F2","Lupe"
1781546.3645883,2402921.25567512,2010-12-23 23:26:08.001,"F","F2","Lupe"
1781575.77900146,2402915.1383054,2010-12-23 23:28:07.998,"F","F2","Lupe"
1781629.1573749,2402956.38122775,2010-12-23 23:30:09.999,"F","F2","Lupe"
1781872.6521471,2402667.42358591,2010-12-23 23:37:03,"F","F2","Lupe"
1781866.96286829,2402608.89677693,2010-12-23 23:40:28,"F","F2","Lupe"
1781746.37782049,2402703.14925431,2010-12-23 23:44:36.998,"F","F2","Lupe"
1781686.2594287,2402799.92278825,2010-12-23 23:46:25.001,"F","F2","Lupe"
1781668.48389722,2402813.50365269,2010-12-23 23:50:20.998,"F","F2","Lupe"
1781472.12289998,2402800.25640712,2010-12-23 23:56:28.001,"F","F2","Lupe"
1781461.16958156,2402801.23525012,2010-12-24 00:00:04,"F","F2","Lupe"
1781557.65649707,2402945.48428371,2010-12-24 00:04:08.001,"F","F2","Lupe"
1781555.17983705,2402951.74251148,2010-12-24 00:06:05.001,"F","F2","Lupe"
1781524.89499832,2402916.59837072,2010-12-24 00:08:06.001,"F","F2","Lupe"
1781531.53721788,2402911.32618955,2010-12-24 00:10:07.999,"F","F2","Lupe"
1781472.21748441,2402951.60399616,2010-12-24 00:12:10,"F","F2","Lupe"
1781502.74057591,2403020.22286963,2010-12-24 00:14:05.001,"F","F2","Lupe"
1781571.50750288,2403091.9120304,2010-12-24 00:16:05.999,"F","F2","Lupe"
1781608.26848534,2403068.64277233,2010-12-24 00:18:09,"F","F2","Lupe"
1781654.33582507,2403022.7022167,2010-12-24 00:20:06.001,"F","F2","Lupe"
1781628.30981421,2403030.79272759,2010-12-24 00:22:04.999,"F","F2","Lupe"
1781602.33021388,2403003.92527205,2010-12-24 00:24:12.998,"F","F2","Lupe"
1781536.31003743,2402912.00811601,2010-12-24 00:28:08.998,"F","F2","Lupe"
1781531.89887308,2402907.71393162,2010-12-24 00:30:07,"F","F2","Lupe"
1781551.84271421,2402894.43945123,2010-12-24 00:32:09.001,"F","F2","Lupe"
1781515.84404101,2402846.68845794,2010-12-24 00:34:07.999,"F","F2","Lupe"
1781416.54933824,2402806.93500954,2010-12-24 00:36:05.999,"F","F2","Lupe"
1781458.54849629,2402759.62828728,2010-12-24 00:38:06.001,"F","F2","Lupe"
1781375.36176136,2402774.91863516,2010-12-24 00:40:26.999,"F","F2","Lupe"
1781358.38531651,2402742.90247778,2010-12-24 00:42:26.001,"F","F2","Lupe"
1781408.25059014,2402774.72180745,2010-12-24 00:44:19.998,"F","F2","Lupe"
1781423.56812669,2402764.73884076,2010-12-24 00:46:06.998,"F","F2","Lupe"
1781405.38823909,2402762.85886502,2010-12-24 00:48:17,"F","F2","Lupe"
1781426.24395169,2402764.28121856,2010-12-24 00:50:07.998,"F","F2","Lupe"
1781397.09309501,2402763.98465459,2010-12-24 00:54:11,"F","F2","Lupe"
1781387.14991531,2402763.66384517,2010-12-24 00:56:44,"F","F2","Lupe"
1781321.99232457,2402768.75225276,2010-12-24 00:59:26.999,"F","F2","Lupe"
1781306.54769452,2402758.39012852,2010-12-24 01:00:11,"F","F2","Lupe"
1781287.89482138,2402797.20105589,2010-12-24 01:04:05.001,"F","F2","Lupe"
1781240.76447138,2402816.54778612,2010-12-24 01:06:06.998,"F","F2","Lupe"
1781203.83439007,2402806.15378552,2010-12-24 01:08:13.998,"F","F2","Lupe"
1781218.1069223,2402818.99444323,2010-12-24 01:10:13.999,"F","F2","Lupe"
1781232.01001015,2402846.92948472,2010-12-24 01:12:38.001,"F","F2","Lupe"
1781243.63554607,2402868.02083654,2010-12-24 01:14:15,"F","F2","Lupe"
1781170.19336889,2402826.31621586,2010-12-24 01:16:40.001,"F","F2","Lupe"
1781199.1138112,2402832.46022298,2010-12-24 01:18:39.999,"F","F2","Lupe"
1781199.31186492,2402842.153606,2010-12-24 01:20:19.001,"F","F2","Lupe"
1781179.35550214,2402820.57215175,2010-12-24 01:30:51.999,"F","F2","Lupe"
1781175.31393551,2402831.99532819,2010-12-24 01:32:31.001,"F","F2","Lupe"
1781194.21036928,2402842.08314777,2010-12-24 01:34:52,"F","F2","Lupe"
1781203.60504935,2402852.95399219,2010-12-24 01:38:56,"F","F2","Lupe"
1781166.70571327,2402831.82993773,2010-12-24 01:41:04.998,"F","F2","Lupe"
1781203.1997224,2402844.34846296,2010-12-24 01:42:50.999,"F","F2","Lupe"
1781303.49900791,2402790.35197864,2010-12-24 01:50:32,"F","F2","Lupe"
1781430.73655112,2402845.92804066,2010-12-24 01:56:38.998,"F","F2","Lupe"
1781509.3434424,2402971.06084087,2010-12-24 02:05:22,"F","F2","Lupe"
1781534.56621414,2402991.34062991,2010-12-24 02:06:06,"F","F2","Lupe"
1781584.61298957,2403008.67721738,2010-12-24 02:08:04,"F","F2","Lupe"
1781597.55969136,2403037.00702473,2010-12-24 02:10:12.001,"F","F2","Lupe"
1781623.95966993,2403138.36789137,2010-12-24 02:12:07.001,"F","F2","Lupe"
1781592.81087384,2403143.01775285,2010-12-24 02:14:06.999,"F","F2","Lupe"
1781511.90458299,2403167.55042183,2010-12-24 02:16:05,"F","F2","Lupe"
1781421.09722809,2403139.30234706,2010-12-24 02:18:11.998,"F","F2","Lupe"
1781413.86881593,2403160.54784116,2010-12-24 02:22:40.001,"F","F2","Lupe"
1781383.51971254,2403168.99372927,2010-12-24 02:24:08,"F","F2","Lupe"
1781353.47244619,2403128.25637915,2010-12-24 02:26:06,"F","F2","Lupe"
1781385.91942856,2403162.6713598,2010-12-24 02:28:09,"F","F2","Lupe"
1781378.32949383,2403163.04526434,2010-12-24 02:30:10.001,"F","F2","Lupe"
1781373.56172113,2403158.13848556,2010-12-24 02:32:28.999,"F","F2","Lupe"
1781376.1284009,2403155.66831823,2010-12-24 02:34:54.998,"F","F2","Lupe"
1781373.38872561,2403156.92617053,2010-12-24 02:36:09.001,"F","F2","Lupe"
1781362.36644036,2403156.82068091,2010-12-24 02:38:05.999,"F","F2","Lupe"
1781380.9489269,2403157.80846049,2010-12-24 02:40:11.998,"F","F2","Lupe"
1781372.4370977,2403155.08167572,2010-12-24 02:50:31.001,"F","F2","Lupe"
1781368.23262571,2403161.11466506,2010-12-24 03:00:45.998,"F","F2","Lupe"
1781362.97773135,2403159.07842688,2010-12-24 03:08:21.998,"F","F2","Lupe"
1781382.57639058,2403143.19559793,2010-12-24 03:10:49,"F","F2","Lupe"
1781345.35763964,2403178.4384091,2010-12-24 03:12:10.998,"F","F2","Lupe"
1781370.44488359,2403159.82384241,2010-12-24 03:15:04.001,"F","F2","Lupe"
1781370.29515441,2403155.29816342,2010-12-24 03:20:22,"F","F2","Lupe"
1781375.52406943,2403158.7867231,2010-12-24 04:01:17.998,"F","F2","Lupe"
1781377.52803173,2403182.43575101,2010-12-24 04:41:19.998,"F","F2","Lupe"
1781370.70759312,2403172.59879623,2010-12-24 04:43:12.998,"F","F2","Lupe"
1781383.21811008,2403183.12803132,2010-12-24 04:44:07.998,"F","F2","Lupe"
1781342.42468182,2403154.15609885,2010-12-24 04:46:06.998,"F","F2","Lupe"
1781419.11876693,2403095.16035774,2010-12-24 04:50:10.999,"F","F2","Lupe"
1781428.68373088,2403097.64265385,2010-12-24 04:52:06,"F","F2","Lupe"
1781494.38650865,2403083.60099309,2010-12-24 04:54:05.001,"F","F2","Lupe"
1781548.40055365,2402929.25968903,2010-12-24 04:58:04.998,"F","F2","Lupe"
1781565.94364616,2402929.55384424,2010-12-24 05:00:12.998,"F","F2","Lupe"
1781556.25026154,2402934.6434767,2010-12-24 05:02:14,"F","F2","Lupe"
1781652.65703827,2402860.04588033,2010-12-24 05:04:06,"F","F2","Lupe"
1781808.68618115,2402859.99395823,2010-12-24 05:06:08.001,"F","F2","Lupe"
1781883.56685862,2402834.89788228,2010-12-24 05:08:04,"F","F2","Lupe"
1781976.96785637,2402848.00852182,2010-12-24 05:10:06.998,"F","F2","Lupe"
1781970.02139979,2402879.74844232,2010-12-24 05:12:18.001,"F","F2","Lupe"
1782049.38081405,2402869.89734369,2010-12-24 05:14:08.998,"F","F2","Lupe"
1782071.2457721,2402782.46549645,2010-12-24 05:16:18.998,"F","F2","Lupe"
1782209.63369663,2402508.82140054,2010-12-24 05:22:05,"F","F2","Lupe"
1782254.86469005,2402259.10098004,2010-12-24 05:26:08.001,"F","F2","Lupe"
1782271.83057116,2402149.51485122,2010-12-24 05:28:06.999,"F","F2","Lupe"
1782236.5028731,2402006.43790491,2010-12-24 05:30:10.999,"F","F2","Lupe"
1782171.23936269,2401909.73315788,2010-12-24 05:32:12,"F","F2","Lupe"
1782208.75362679,2401843.95553157,2010-12-24 05:34:07,"F","F2","Lupe"
1782335.47515668,2401813.79389784,2010-12-24 05:36:12.998,"F","F2","Lupe"
1782419.10327034,2401710.26486083,2010-12-24 05:38:07.999,"F","F2","Lupe"
1782501.58713607,2401696.42324536,2010-12-24 05:40:10.001,"F","F2","Lupe"
1782654.9998386,2401622.49078292,2010-12-24 05:42:05.999,"F","F2","Lupe"
1782772.43705825,2401616.94101069,2010-12-24 05:44:07,"F","F2","Lupe"
1782829.39562929,2401611.78027965,2010-12-24 05:46:12.001,"F","F2","Lupe"
1782838.8905255,2401586.91390371,2010-12-24 05:48:09,"F","F2","Lupe"
1782822.57064747,2401615.80275492,2010-12-24 05:56:24.998,"F","F2","Lupe"
1782854.59538205,2401579.48199861,2010-12-24 06:02:41.998,"F","F2","Lupe"
1782829.79667352,2401594.93543286,2010-12-24 06:08:08.001,"F","F2","Lupe"
1782842.35904281,2401584.31299417,2010-12-24 06:10:07,"F","F2","Lupe"
1782830.45088527,2401598.74249451,2010-12-24 06:12:05.999,"F","F2","Lupe"
1782827.99990725,2401592.38521702,2010-12-24 06:14:07.999,"F","F2","Lupe"
1782833.89186674,2401594.52721288,2010-12-24 06:16:09,"F","F2","Lupe"
1782825.05941508,2401609.17986439,2010-12-24 06:18:08,"F","F2","Lupe"
1782805.23892633,2401611.49108864,2010-12-24 06:20:06.999,"F","F2","Lupe"
1782828.66189924,2401592.41567682,2010-12-24 06:30:39.999,"F","F2","Lupe"
1782825.73528579,2401574.1510303,2010-12-24 06:40:13.998,"F","F2","Lupe"
1782827.10580626,2401594.21771661,2010-12-24 06:50:13.998,"F","F2","Lupe"
1782840.11538547,2401573.08938949,2010-12-24 07:00:21.998,"F","F2","Lupe"
1782825.89457535,2401600.14402624,2010-12-24 07:10:51.999,"F","F2","Lupe"
1782829.5331602,2401601.06323763,2010-12-24 07:12:20.001,"F","F2","Lupe"
1782829.34918112,2401597.88435793,2010-12-24 07:14:28.999,"F","F2","Lupe"
1782802.6475106,2401608.76415623,2010-12-24 07:16:18.001,"F","F2","Lupe"
1782824.64465712,2401609.97743138,2010-12-24 07:18:07.999,"F","F2","Lupe"
1782825.06985977,2401588.05061679,2010-12-24 07:20:17,"F","F2","Lupe"
1782830.09907929,2401607.92726885,2010-12-24 07:22:08.999,"F","F2","Lupe"
1782757.98317461,2401607.68358437,2010-12-24 07:24:19.001,"F","F2","Lupe"
1782716.81968399,2401640.17494135,2010-12-24 07:26:12.001,"F","F2","Lupe"
1782671.20601353,2401694.70795186,2010-12-24 07:37:34.001,"F","F2","Lupe"
1782730.25630352,2401576.48240158,2010-12-24 07:42:26,"F","F2","Lupe"
1782593.44336766,2401454.10039232,2010-12-24 07:48:50.998,"F","F2","Lupe"
1782595.81043486,2401465.15782321,2010-12-24 07:51:30.999,"F","F2","Lupe"
1782623.54334516,2401516.8596922,2010-12-24 07:54:05.999,"F","F2","Lupe"
1782622.23312484,2401571.5259901,2010-12-24 07:57:01,"F","F2","Lupe"
